You searched for,Phylum,Class,Order,Family,Genus,Species,Subspecies,Similarity,Status,Process ID
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
>otu1033,Ascomycota,Lecanoromycetes,Lecanorales,Peltigeraceae,Peltigera,malacea,,86.08,Published,JRPAA9703-15
,Ascomycota,,,,,,,85.62,Private,
,Ascomycota,Lecanoromycetes,Lecanorales,Peltigeraceae,Peltigera,membranacea,,85.44,Published,JRPAA9704-15
,Ascomycota,,,,,,,84.97,Private,
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,lenta,,84.79,Published,LHM009-08
,Ascomycota,Sordariomycetes,,,,,,84.74,Private,
,Ascomycota,,,,,,,84.64,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Monocillium,mucidum,,84.64,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Monocillium,mucidum,,84.64,Published,HY037-07
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,minima,,84.47,Published,LHM010-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,84.47,Published,LHM025-08
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,sacchari,,84.32,Published,HY066-07
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,buchwaldii,,84.24,Published,GBSP10225-18
,Ascomycota,,,,,,,84.19,Private,
,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Ascomycota_family_incertae_sedis,Verticillium,nonalfalfae,,84.14,Published,GBSP10228-18
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,84.14,Published,LHM012-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,84.14,Published,LHM013-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,84.14,Published,LHM014-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,84.14,Published,LHM015-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,84.14,Published,LHM016-08
>otu1042,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,80,Published,GBBAC3042-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,80,Published,GBBAC3040-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,80,Published,GBBAC3032-15
,Proteobacteria,Alphaproteobacteria,,,Micavibrio,aeruginosavorus,,79.89,Published,GBBAC1246-15
,Proteobacteria,Alphaproteobacteria,,,Micavibrio,aeruginosavorus,,79.89,Published,GBBAC1114-15
,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,brasilense,,79.87,Published,GBBAC462-15
,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,brasilense,,79.87,Published,GBBAC460-15
,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,stibiiresistens,,79.49,Published,GBBAC486-15
,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,brasilense,,79.25,Published,GBBAC482-15
,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,tardaugens,,79.08,Published,GBBAC3056-15
,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,alaskensis,,79.08,Published,GBBAC898-15
,Arthropoda,Insecta,,,,,,78.89,Private,
,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,sp.,,78.85,Published,GBBAC1146-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,78.79,Published,GBBAC1028-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,,78.33,Published,GBBAC2036-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,78.33,Published,GBBAC988-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,,78.29,Published,GBBAC1686-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,radiobacter,,78.29,Published,GBBAC1680-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,sp.,,78.28,Private,
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,clevelandensis,,78.28,Published,GBBAC986-15
>otu1043,Ascomycota,Leotiomycetes,,,Synchaetomella,acerina,,89,Published,JRPAA5614-15
,Ascomycota,,,,,,,88.56,Private,
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,johnkrugii,,88.54,Published,JRPAA4759-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,johnkrugii,,88.54,Published,JRPAA4757-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,johnkrugii,,88.54,Published,JRPAA4756-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,johnkrugii,,88.54,Published,JRPAA4755-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,johnkrugii,,88.54,Published,JRPAA4753-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4730-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4729-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4726-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4725-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4721-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4719-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4718-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4717-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4716-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4714-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4711-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4709-15
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,mallochii,,88.54,Published,JRPAA4708-15
>otu1044,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,,79.4,Published,PLEDB2369-20
,Arthropoda,Insecta,Coleoptera,Nitidulidae,,,,78.67,Published,PLXBC517-20
,Arthropoda,Insecta,Lepidoptera,Geometridae,Euphyia,altivagans,,78.29,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Desmoclystia,prodicia,,76.96,Published,PNGTY065-12
,Arthropoda,Insecta,Coleoptera,Cerambycidae,Ialyssus,tuberculatus,,76.14,Private,
,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,carduncelli,,76.1,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,biflexa,,75.92,Published,PNGTY098-12
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,,,75.56,Published,CNPEN798-14
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,,,75.56,Published,CNTIF2808-15
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,,,75.56,Published,CNTIH2457-15
,Arthropoda,Insecta,Diptera,Chironomidae,,,,75.56,Published,GMAQM091-17
,Arthropoda,Insecta,Lepidoptera,Geometridae,Desmoclystia,rubecula,,75.39,Published,PNGTY083-12
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,,,75.31,Published,CNTIH418-15
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,,,75.2,Published,CNTIG1495-15
,Arthropoda,Insecta,Lepidoptera,Sesiidae,Paranthrene,asilipennis,,75.12,Private,
,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,sp.,,75.12,Private,
,Arthropoda,Insecta,Lepidoptera,Depressariidae,Exaeretia,ledereri,,75.12,Private,
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,,,75.11,Published,CNTIF136-15
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,,,75.11,Published,CNTIF1078-15
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,,,75.11,Published,CNTIG776-15
>otu1053,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,punctatus,,73.53,Published,GBFBC007-05
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.6,Published,GMMAE434-15
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.6,Published,JICCD1294-16
,Arthropoda,Arachnida,Araneae,Clubionidae,,,,71.48,Published,GMACQ591-15
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.37,Published,GMMAO303-15
,Arthropoda,Arachnida,Araneae,Clubionidae,,,,71.32,Published,MCCAA614-12
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.32,Published,GMMAI222-15
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.26,Published,GMMAI245-15
,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Catablema,vesicarium,,71.24,Published,CNNN083-10
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.2,Published,AACTA6608-20
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.2,Published,AACTA6633-20
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.2,Published,AACTA6107-20
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.2,Published,AACTA6073-20
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.2,Published,AACTA5703-20
,Arthropoda,Insecta,Diptera,Sciaridae,,,,71.2,Published,AACTA199-20
,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Jorunna,tomentosa,,71.16,Published,GBMLG0426-06
,Arthropoda,Arachnida,Araneae,Scytodidae,Scytodes,intricata,,71.15,Published,GMCMM128-14
,Arthropoda,Arachnida,Araneae,Clubionidae,,,,71.14,Published,GMACT140-15
,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,juglandifoliella,,71.09,Private,
,Arthropoda,Insecta,Diptera,Sciaridae,,,,70.98,Published,GMMAI298-15
>otu106,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,100,Published,CGUKA256-09
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,100,Published,NOCJH013-09
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Published,CGUKA144-09
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Published,CGUKA210-09
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Published,CGUKA244-09
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Published,CGUKB661-09
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Published,CGUKC038-09
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Early-Release,
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Published,FBLMV144-09
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Early-Release,
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Published,PHLAE463-11
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Published,GBLAA2813-15
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Published,GBLAB745-13
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Private,
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Private,
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.68,Private,
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.66,Published,CGUKB272-09
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.65,Published,CGUKD449-09
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.35,Published,GBMNC55041-20
,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aporophyla,nigra,,99.35,Published,LON4531-16
>otu1061,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
>otu1066,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,,,86.75,Published,GBMLG16637-13
,Arthropoda,Insecta,Lepidoptera,Geometridae,Comostola,leucomerata,flavifimbria,86.39,Private,
,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,sinomuralis,,86.27,Published,GBSP10230-18
,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,marssonii,,85.95,Published,CPTO043-09
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. ovata,,85.47,Published,JRPAA3141-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. ovata,,85.47,Published,JRPAA3132-15
,Arthropoda,Insecta,Lepidoptera,Geometridae,Desmoclystia,rubecula,,85.34,Published,PNGTY083-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Hemithea,sequestrata,,84.82,Published,PNGTY336-12
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,84.62,Published,JRPAA3135-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. ovata,,84.62,Published,JRPAA3131-15
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,fulgurata,,84.29,Published,PNGTY034-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Chloroclystis,semiscripta,,84.29,Published,PNGTY113-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Pardodes,flavimaculata,absorbta,84.29,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Pardodes,flavimaculata,woodlarkensis,84.29,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Pardodes,flavimaculata,,84.29,Published,PNGTY117-12
,Arthropoda,Insecta,Lepidoptera,Geometridae,Agathia,subcarnea,,84.21,Published,NGSFT051-15
,Arthropoda,Insecta,Lepidoptera,Bucculatricidae,Bucculatrix,thurberiella,,83.87,Private,
,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,sp. LG-2014a,,83.83,Published,GBSP10231-18
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,rectilineata,curvifera,83.77,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Desmoclystia,prodicia,,83.77,Published,PNGTY065-12
>otu1068,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
>otu1069,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,gigas,,93.85,Published,JRPAA4677-15
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Acremonium,chrysogenum,,93.2,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Acremonium,cf. chrysogenum,,93.2,Published,HY036-07
,Ascomycota,,,,Dialonectria,episphaeria,,92.23,Published,JRPAA4675-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,delphinoides,,91.59,Published,HY044-07
,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Gliocladium,viride,,91.26,Published,HTWO005-08
,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypocrea,jecorina,,90.94,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypocrea,jecorina,,90.94,Published,HY039-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,veuillotiana,,90.29,Published,JRPAA4676-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,veuillotiana,,90.29,Published,JRPAA4674-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,meliopsicola,,90.29,Published,JRPAA4671-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,discophora var. discophora,,89.97,Published,JRPAA4686-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,cortaderiae,,89.89,Published,HY077-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,circinatum,,89.64,Published,HY064-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,decemcellulare,,89.64,Published,JRPAA4682-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,decemcellulare,,89.64,Published,JRPAA4681-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,decemcellulare,,89.64,Published,JRPAA4680-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,decemcellulare,,89.64,Published,JRPAA4679-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,decemcellulare,,89.64,Published,JRPAA4678-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,discophora var. discophora,,89.64,Published,JRPAA4672-15
>otu107,Ascomycota,,,,,,,95.47,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,colhounii,,90.61,Published,JRPAA4684-15
,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Ascomycota_family_incertae_sedis,Verticillium,nonalfalfae,,89.97,Published,GBSP10228-18
,Ascomycota,,,,,,,89.12,Private,
,Ascomycota,,,,,,,88.89,Private,
,Ascomycota,,,,,,,88.67,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Monocillium,mucidum,,88.56,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Monocillium,mucidum,,88.56,Published,HY037-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,sacchari,,88.15,Published,HY066-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,circinatum,,88.13,Published,HY100-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,babinda,,87.66,Published,HY052-07
,Ascomycota,,,,,,,87.5,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,proliferatum,,87.38,Published,GBSP10229-18
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,oxysporum,,87.38,Published,GBFBA007-05
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,coeruleum,,87.38,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,coeruleum,,87.38,Published,HY043-07
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Paecilomyces,hepiali,,87.38,Published,JRPAA8103-15
